roi_name,metric_value
ACG_L,0.0134513997002333
AG_L,-0.0017038974871083003
AG_R,0.0030640680353988
FO_L,0.012667988012505224
FOrbital_L,0.0030305208195541746
FP_L,-0.00406334069225525
HG_L,0.0051939710645577996
HG_R,0.013726480033152175
IFG_op_L,0.005174305967473976
IFG_op_R,0.005352440440330425
IFG_tri_L,0.01043547618169975
LOC_sup_L,-0.003842574478294743
LOC_sup_R,0.0057176271263628745
MFG_L,-0.00755736731515925
PCG_L,0.016782899827798924
PCing_L,0.0055041142709371755
PT_L,-0.0014476569400396
PT_R,0.016267614018557426
Precuneus_L,0.00334616412881095
Precuneus_R,0.010404651239697775
SFG_L,-0.00928977517154735
TP_L,-0.005156286203687851
TP_R,0.0108531068494527
aMTG_L,-0.006740175862559475
aSMG_L,-0.0010419903675362254
aSTG_L,-0.00819944525281685
pMTG_L,-0.014032537537519124
pMTG_R,0.008013343688563698
pSMG_L,0.004421932727424825
pSTG_L,0.0021679229884831
pSTG_R,0.02113361968586795
