roi_name,metric_value
ACG_L,0.011414671717063351
AG_L,0.02171237783749495
AG_R,-0.004591956878183725
FO_L,0.029459213463074174
FOrbital_L,0.01175961220235596
FP_L,0.011657709536935875
HG_L,0.0038758123963591002
HG_R,-0.0074332029182754
IFG_op_L,0.021063924153435498
IFG_op_R,0.012604674116393174
IFG_tri_L,0.0032130163209849747
LOC_sup_L,-0.00035653043839665
LOC_sup_R,0.0031159172231325504
MFG_L,0.0126314889022059
PCG_L,0.01485410076197995
PCing_L,0.03850272432074847
PT_L,0.014472666932310026
PT_R,0.008552086823702176
Precuneus_L,0.003949599822839725
Precuneus_R,0.0063350996663702
SFG_L,0.02122568112332773
TP_L,0.0125345070494015
TP_R,0.004929681784655575
aMTG_L,-0.0065037302655827755
aSMG_L,0.01617623611085085
aSTG_L,-0.018059629739018125
pMTG_L,0.001455083912885825
pMTG_R,-0.010712793219826875
pSMG_L,0.018067616151499877
pSTG_L,0.0150212154681759
pSTG_R,0.0026906678816028505
