roi_name,metric_value
ACG_L,0.011245145351986124
AG_L,0.021781136350367124
AG_R,-0.004485914605562751
FO_L,0.0294126938381881
FOrbital_L,0.011680962039635924
FP_L,0.0115340203841524
HG_L,0.004065292562420824
HG_R,-0.007533088511381825
IFG_op_L,0.020898517779122702
IFG_op_R,0.0127494887132099
IFG_tri_L,0.0031401469253315994
LOC_sup_L,-0.000193775087051025
LOC_sup_R,0.003221799586375875
MFG_L,0.012590046357340574
PCG_L,0.014842731158700575
PCing_L,0.0382571424883529
PT_L,0.014531909988760725
PT_R,0.008595833871435974
Precuneus_L,0.003999598217983525
Precuneus_R,0.00642607782509815
SFG_L,0.021022604496607925
TP_L,0.012418620859602875
TP_R,0.004899484919453976
aMTG_L,-0.00658256142385315
aSMG_L,0.0161573600334285
aSTG_L,-0.01789831135577335
pMTG_L,0.001491792314455275
pMTG_R,-0.01070395605836
pSMG_L,0.01821943391362215
pSTG_L,0.015168813663832926
pSTG_R,0.002809350202462175
