roi_name,metric_value
AG_L,0.02067215851653715
AG_R,-0.00363390989512235
FOrb_L,0.01338162440085265
FP_L,0.014086209297161725
FrOpc_L,0.024863770865166123
HG_L,0.02802375575699735
HG_R,0.0061812196179657
IFG_op_L,0.02774134376141615
IFG_op_R,0.013509912812436901
IFG_tr_L,0.023102295273871025
LOC_sup_L,0.0034286571474839247
LOC_sup_R,0.005997099632203349
MFG_L,0.034836226197303574
PT_L,0.0167276638756529
PT_R,0.008018518530058975
ParaCing_L,0.023022668562824027
Precun_L,0.0061803700923751745
Precun_R,0.012508735657157075
SFG_L,0.04192775531118342
TPole_L,0.01979355627039715
TPole_R,0.005548628483561375
aCing_L,0.01819913579050405
aMTG_L,0.0086580605265819
aSMG_L,0.021394646881637475
aSTG_L,0.016080593473285325
pCing_L,0.0293797089518632
pMTG_L,0.00109102045984205
pMTG_R,-0.003560255471681275
pSMG_L,0.024498432256561297
pSTG_L,0.011766737401869974
pSTG_R,-0.004754709823091851
