roi_name,metric_value
ACG_L,0.027010896694890076
AG_L,0.00019238976492409954
AG_R,-0.006440986113423425
FO_L,0.03400301609823242
FOrbital_L,0.010696241186298425
FP_L,0.0048160062449
HG_L,0.023429128687043874
HG_R,-0.007519644759516875
IFG_op_L,0.022095241587411576
IFG_op_R,0.0048602122187143
IFG_tri_L,0.011682917419917
LOC_sup_L,-0.00491009677326865
LOC_sup_R,0.0010800506063389005
MFG_L,0.0015755363210380503
PCG_L,0.01294200771602285
PCing_L,0.01288287321207085
PT_L,0.006193120451627275
PT_R,-0.014756433157231425
Precuneus_L,-0.0020070225597968
Precuneus_R,0.004347568357668125
SFG_L,-0.0116994708404165
TP_L,0.012100527841371474
TP_R,-0.006624113496060825
aMTG_L,0.0067216384315178
aSMG_L,0.00024777878985282414
aSTG_L,0.0027177099432130498
pMTG_L,-0.004859614645219425
pMTG_R,0.00039726002551042534
pSMG_L,0.007568635531238675
pSTG_L,-0.002262429587242525
pSTG_R,-0.0032327286547276
