roi_name,metric_value
ACG_L,0.0112422056840208
AG_L,0.0217796304671639
AG_R,-0.004476040192592801
FO_L,0.029446433046959174
FOrbital_L,0.011687691084880575
FP_L,0.0115403631508392
HG_L,0.004061349359831149
HG_R,-0.00751028927051995
IFG_op_L,0.02090696553317175
IFG_op_R,0.01277735492750805
IFG_tri_L,0.003156491464745925
LOC_sup_L,-0.00018923646962607508
LOC_sup_R,0.003216630292741449
MFG_L,0.012588927572898475
PCG_L,0.01481422118889145
PCing_L,0.038280629456651546
PT_L,0.014556753912093476
PT_R,0.008594630956891475
Precuneus_L,0.004004054352160725
Precuneus_R,0.00643700793328175
SFG_L,0.021028614441918975
TP_L,0.012427017587917274
TP_R,0.004905715597423751
aMTG_L,-0.00660598260228135
aSMG_L,0.016145308681449748
aSTG_L,-0.017910956640214526
pMTG_L,0.00149075831206715
pMTG_R,-0.01071289205028785
pSMG_L,0.018237780030965475
pSTG_L,0.01517128099266235
pSTG_R,0.0027883568449777753
