roi_name,metric_value
AG_L,0.031157128647118202
AG_R,0.00853441929906205
FOrb_L,0.03297501698692198
FP_L,0.02832571786344445
FrOpc_L,0.039688899095197856
HG_L,0.030088961817557977
HG_R,0.011714477723029151
IFG_op_L,0.055103060980319446
IFG_op_R,0.00478851220111315
IFG_tr_L,0.03797323350977048
LOC_sup_L,0.0117721094441997
LOC_sup_R,0.018689004364040578
MFG_L,0.03177415952971025
PT_L,0.022729318053481475
PT_R,0.0018708223711941738
ParaCing_L,0.01650531907955975
Precun_L,0.007530434605971024
Precun_R,0.006982696341483876
SFG_L,0.02933108214536355
TPole_L,0.036888288845896025
TPole_R,0.0179295109067351
aCing_L,0.0220333794847619
aMTG_L,0.009549617807203498
aSMG_L,0.03206840192982065
aSTG_L,0.06742083232517156
pCing_L,0.01770299542290045
pMTG_L,0.01202251963082025
pMTG_R,0.02056954029632165
pSMG_L,0.0366081850581504
pSTG_L,0.031573000858955605
pSTG_R,0.023374513689645774
