roi_name,metric_value
ACG_L,0.02941277862265565
AG_L,-0.00267547933519205
AG_R,0.0003362021974075973
FO_L,0.017100653880401776
FOrbital_L,0.02361078638559095
FP_L,0.005173259490004751
HG_L,-0.010296446815650876
HG_R,0.00463363044200075
IFG_op_L,0.01286679257450875
IFG_op_R,0.00433924478950845
IFG_tri_L,0.00042956582407029965
LOC_sup_L,-0.0019068050115031805
LOC_sup_R,0.013847191816297575
MFG_L,0.0053006311848717005
PCG_L,0.01958088507860485
PCing_L,0.02690597975346745
PT_L,0.004537047581980975
PT_R,0.00617501762786305
Precuneus_L,0.002584433937889775
Precuneus_R,0.002426224589725375
SFG_L,0.0070775279191767
TP_L,0.022031333758680976
TP_R,0.0051112361378881
aMTG_L,-0.004950759189079175
aSMG_L,-0.001832070761460825
aSTG_L,0.022278396150348625
pMTG_L,-0.0100437787185945
pMTG_R,-0.009010621160184275
pSMG_L,-0.0014685812030221
pSTG_L,-0.002527710286801225
pSTG_R,0.02360315598755905
