roi_name,metric_value
ACG_L,0.02402808923459765
AG_L,0.03102529742373195
AG_R,0.00857270605021355
FO_L,0.0390600367683052
FOrbital_L,0.033104312666453
FP_L,0.027757574788043676
HG_L,0.027263444789612772
HG_R,0.013629184069288699
IFG_op_L,0.05594414731701348
IFG_op_R,0.004290781670818349
IFG_tri_L,0.036700063104057976
LOC_sup_L,0.011260295173543626
LOC_sup_R,0.0183204693579791
MFG_L,0.0321827017016108
PCG_L,0.0196134059918535
PCing_L,0.0144309887644865
PT_L,0.022190428823851974
PT_R,-0.0019926384776055746
Precuneus_L,0.006770618151307426
Precuneus_R,0.00660150856654745
SFG_L,0.028782830690577774
TP_L,0.036988395128044076
TP_R,0.018170698838514604
aMTG_L,0.006615934457178825
aSMG_L,0.0305147076633171
aSTG_L,0.06370255363863771
pMTG_L,0.012414965702142499
pMTG_R,0.018754348046172972
pSMG_L,0.035165212454681447
pSTG_L,0.031162910002147774
pSTG_R,0.0189265373084821
