roi_name,metric_value
ACG_L,0.029231725182256772
AG_L,-0.0026164328381906247
AG_R,0.0004152964479871746
FO_L,0.0168682395329637
FOrbital_L,0.023542249565761376
FP_L,0.005240431698929975
HG_L,-0.010131818280393107
HG_R,0.0046349629736064
IFG_op_L,0.0129237560383644
IFG_op_R,0.004327246183180075
IFG_tri_L,0.00046144065775670026
LOC_sup_L,-0.0018358306334177097
LOC_sup_R,0.01375289769327705
MFG_L,0.00533222554602435
PCG_L,0.01952378685951975
PCing_L,0.0269202481189643
PT_L,0.0045954326576641506
PT_R,0.0063733036191502
Precuneus_L,0.002529687791852025
Precuneus_R,0.002551174374657825
SFG_L,0.0072128289366946
TP_L,0.0219739115199246
TP_R,0.0051009301861897
aMTG_L,-0.0048168464874413005
aSMG_L,-0.001870896735023
aSTG_L,0.022257116694791648
pMTG_L,-0.009851716176331599
pMTG_R,-0.008898282615466276
pSMG_L,-0.0014397945100750754
pSTG_L,-0.0022672902263796498
pSTG_R,0.02372006803356935
