roi_name,metric_value
AG_L,0.020659548732419025
AG_R,-0.005471852239741276
FOrb_L,0.01185956626103315
FP_L,0.012266228311961051
FrOpc_L,0.029999431925083975
HG_L,0.0084533281464984
HG_R,-0.0097533373854177
IFG_op_L,0.017822606293688377
IFG_op_R,0.012080496351647051
IFG_tr_L,0.00710184293189555
LOC_sup_L,-0.00032659239914655
LOC_sup_R,0.002749042161568625
MFG_L,0.0128618359427173
PT_L,0.0109143618436774
PT_R,0.0056797934876908
ParaCing_L,0.034360502393019375
Precun_L,0.004439673064561875
Precun_R,0.0069290546470582755
SFG_L,0.020727872667551477
TPole_L,0.012377858129652874
TPole_R,0.00445697388815215
aCing_L,0.015071160007850899
aMTG_L,-0.005370688314980325
aSMG_L,0.0177177273070577
aSTG_L,-0.019953478097856574
pCing_L,0.012740418517422825
pMTG_L,0.00418825008684025
pMTG_R,-0.0101499184103613
pSMG_L,0.019252844117998824
pSTG_L,0.012386125137980451
pSTG_R,0.0025605283897493754
