roi_name,metric_value
AG_L,0.00014810337273227496
AG_R,0.004184545959572451
FOrb_L,0.00379259808802215
FP_L,-0.004042458821341025
FrOpc_L,0.009238323190019262
HG_L,0.008473212823616075
HG_R,0.013871572166503575
IFG_op_L,0.005846111928878349
IFG_op_R,0.008116418531292975
IFG_tr_L,0.012517982751623675
LOC_sup_L,-0.004131320321049625
LOC_sup_R,0.0061255721507635745
MFG_L,-0.0074100950724671
PT_L,-0.0031447114632949
PT_R,0.017434796531286375
ParaCing_L,0.007380697278186725
Precun_L,0.00210596491492535
Precun_R,0.010740026055638424
SFG_L,-0.008053289486349976
TPole_L,-0.0047333396570606
TPole_R,0.010926593128176725
aCing_L,0.013173756333347525
aMTG_L,-0.007736286710661851
aSMG_L,-0.002554553538486
aSTG_L,-0.00909713626448315
pCing_L,0.013448878895838876
pMTG_L,-0.012912140645849274
pMTG_R,0.010576063210824774
pSMG_L,0.00364070527078635
pSTG_L,0.0019522878670566249
pSTG_R,0.022457533502071747
