roi_name,metric_value
AG_L,0.031157128731576597
AG_R,0.0085344193382
FOrb_L,0.03297501703262508
FP_L,0.02832571784134134
FrOpc_L,0.03968889945037035
HG_L,0.03008896206247895
HG_R,0.011714477693357326
IFG_op_L,0.05510306090814252
IFG_op_R,0.004788512116157301
IFG_tr_L,0.037973233455648105
LOC_sup_L,0.011772109472798825
LOC_sup_R,0.01868900433928625
MFG_L,0.03177415955872235
PT_L,0.022729317995983402
PT_R,0.0018708226301330745
ParaCing_L,0.016505318966780202
Precun_L,0.00753043471870665
Precun_R,0.006982696339060649
SFG_L,0.029331082247028926
TPole_L,0.0368882888227654
TPole_R,0.017929510837754303
aCing_L,0.0220333794940669
aMTG_L,0.0095496178782373
aSMG_L,0.032068401836085225
aSTG_L,0.06742083234807497
pCing_L,0.017702995420811975
pMTG_L,0.012022519689822224
pMTG_R,0.02056954031139575
pSMG_L,0.03660818502472205
pSTG_L,0.0315730008065071
pSTG_R,0.02337451375715638
